sent_rating,processed_text_NoStopwords,data
positivo,A mídia carregada Chegou data prevista!Tive dificuldade conectar wi-fi suporte a o cliente Joicimy excelente orientação o funcionando bem!Ponto negativo escolhi a cor branco e recebi cinza 🙄,2021-06-22 00:00:00
positivo,speaker superou expectativas qualidade som utilizo apartamento som ambiente Reconhecimento voz tbm tocando música atende Acabamento e bonito neutro destoa ambiente,2021-07-10 00:00:00
positivo,A mídia carregada Amei Alexia comprar vi comentários negativos super supri achei linda super escuta preciso Amei real e super recomendo contar SONZÃO VIU,2022-03-11 00:00:00
positivo,Gostei assitente rsPraticidade receber informações dia a dia notícias previsão informações básicas músicas acender luzes rs amando,2021-04-23 00:00:00
positivo,Maravilhoso cara achei compensava e realmente legal voce descobre coisas acreditar presente pra alguém principalmente pra si presentear,2021-07-13 00:00:00
positivo,Há melhoria som a versao anterior processamento reconhecimento voz rapido aparentemente o microfone falha mts captar a wake word Alexa Echo Amazon,2021-03-25 00:00:00
negativo,bonita e som sensor voz muitoo inferior a geração anterior cômodo q chamar 4 conseguir resposta Diferente geração gostava qualidade sensor,2021-02-04 00:00:00
positivo,o produto Excelente qualidade entende o comando voz possui skills ajudado dia a dia consome muita energia e conecta e controla equipamentos d casa Recomendo,2021-05-28 00:00:00
positivo,Uso caixinha som comprei lâmpada inteligente e uso controlar a lâmpada converso uso contas e cálculos uso ouvir rádio e música amando,2021-01-06 00:00:00
positivo,ótima serve caixinha som sociais amigos funções úteis dia a dia gostaria o aplicativo celular fosse organizado e confuso o único defeito notei,2021-06-27 00:00:00
negativo,queria trocar G4 G3 brincadeira a G3 infinitamente melhor som reconhecimento voz,2021-03-08 00:00:00
negativo,A Alexa simplesmente decide falar conecto bluetooth PLAYING FROM MACBOOK PLAYING FROM SAMSUNG GALAXY volume altíssimo Feature totalmente desnecessária possui remoção completamente noção,2021-07-19 00:00:00
positivo,a geração anterior comparar achei surda contrário consigo ativar cômodos tocando musica volume alto Amei,2021-07-19 00:00:00
positivo,reclamar Integrei a sala diferença vivia Único a reclamar entende o dito ótima,2022-03-02 00:00:00
positivo,ótimo produto costume possuo d avisar o som Echo Dot versão oco versão anterior ajustes aplicativo melhorasse e comparasse s,2021-05-29 00:00:00
positivo,Reconhecimento voz perfeito!Desde configurada corretamente alinha comandos acordo o pedido!Ouço playlists Amazon Music e Spotify som tamanho d inteligente!!!Amei,2021-06-20 00:00:00
positivo,Alexa Alexa vício to querendo comprar colocar andar casa perfeita comandos voz app comparação,2021-09-08 00:00:00
negativo,A sensibilidade microfone O respeito a o reconhecimento voz inferior a o DOT G3 modelos e colocando a o outro a diferença perceptível Uso controlar iluminação cortina ar condicionador TV e trava porta,2021-06-09 00:00:00
positivo,entende oque falado esperar pq o software desenvolvido ingles mente e devo ingles o produto funciona melhor acho q proximos updates o reconhecimento voz será melhor PT-BR,2022-01-04 00:00:00
negativo,O produto veio defeito qualidade som aproveitar e elogiar o serviço troca via chat Amazon atendimento humanizado e ágil parabéns empatia resolveram problema respeito e muita cordialidade,2021-12-30 00:00:00
positivo,som altíssimo nenhum problema responder chamo escuta pequena potente Adorei super recomendo testei o microfone comprei lo muitas Adorei ótima compra,2021-06-23 00:00:00
positivo,Gostei qualidade som e possibilidade várias coisas tocar estações músicas prediletas melhorar o uso Tune in acha a rádio solicitada alexa procura rádios geograficamente disponíveis,2021-04-27 00:00:00
positivo,presente adorou a Alexa feliz o presente Acordou excelente som ótimo produto recomendo presente Tô pensando mim,2022-01-02 00:00:00
positivo,O echo dot surpreendido qualidade som reconhecimento voz e possibilidades infindaveis recursos a Alexa oferece imaginei iria sentir surpreso e satisfeito o produto,2021-07-02 00:00:00
positivo,produto excelente qualidade atende perfeitamente oferece problema a configuração e entrei contato o suporte o suporte Amazon e alexa e entraram contato rapidamente e ajudaram dispositivo echo recomendo,2021-09-04 00:00:00
positivo,conhecia a Echo Dot e resolvi comprar uso pessoal arrependi rotina e hoje controla ambientes casa incluso computador bastando comando voz Atendeu expectativas recomendo,2021-07-01 00:00:00
positivo,surda a qualidade som melhor a geração 3 construída resistente,2021-06-24 00:00:00
negativo,O produto bacana notei muita diferença pra echo 3 PALHAÇADA Amazon deixar emparelhar echo 4 a 3 a reprodução música casa falar incompatível achei sacanagem a única muda a Casca,2022-03-08 00:00:00
positivo,O chegou incrivelmente rápido 3 dias adorando comprei a principio deixar e caixa som agradado funções a reclamar reconhecimento voz PERFEITO escuta Satisfeita,2022-01-29 00:00:00
negativo,O piorzinho Amazon Escuta e alem d problemas inerentes si a desconexão dispositivos processos longos e tortuosos reconfiguração enfim a casa inteligente burra a Alexa,2021-07-24 00:00:00
positivo,Adorei Vou espalhar casa e celular ajuda a lembrar tarefas diárias lista compras escuto músicas lê livro inglês perfeito,2021-02-17 00:00:00
positivo,a Alexa e divertido unica ressalva a o spotfy perfil A Alexa acaba confundindo problemas Abs,2021-07-02 00:00:00
positivo,Descobri funciona tomada a decepção achamos tomada!Mas resto Alexia garota,2021-04-28 00:00:00
positivo,Adoro Alexa divirto skils Uso ouvir músicas .Já tínhamos a echo-dot menorzinha o som claro e limpo,2021-07-09 00:00:00
positivo,Reconhecimento voz capta a voz tom qualidade som contar tarefas a Alexa desempenha amando e recomendo a,2021-06-29 00:00:00
positivo,Ótima compra arrependo d consigo controlar dispositivos via wifi e ouvir músicas e sanar curiosidades instantânea realmente vale centavo esperar adquirir e deixar cozinha,2021-04-06 00:00:00
positivo,A identificação som satisfatória Funcionando 90 A qualidade som metade volume perde graves todavia o foco produto assistente voz acredito atender proposta,2021-07-08 00:00:00
positivo,problema nenhum configurada direitinho o pede!Ela ótima excelente secretaria Valeu apena comprado ajuda correria dia a dia,2021-06-18 00:00:00
negativo,Devolvi Simplesmente a antiga geração 3 Alexa superior termos reconhecimento voz e arriscaria áudio vale a pena comprem a geração 3 a o invés d,2021-01-22 00:00:00
negativo,Ótimo produto ótimas funções reconhecimento voz TENDEM A FALHAR,2020-12-08 00:00:00
positivo,Echo excelente legal e prático fácil configura criativo usando a e deu deu nenhum problema excelente produto acordo o anúncio Recomendo produto,2021-10-30 00:00:00
positivo,idosos dificuldade tecnologias pedida Sintoniza rádios e toca músicas Coisas impossíveis pra idosos computador celular testei aplicativos mensagens o passo,2021-08-21 00:00:00
positivo,Realmente incrível equipamento fantástica qualidade som e interatividade comigo solicitado funções satisfeito o aparelho,2021-12-29 00:00:00
positivo,satisfeito a funcionalidade e recursos produto entanto decepcionado assinante YouTube Music e o Echo Dot permite a adição conta reprodução músicas,2021-05-27 00:00:00
positivo,O reconhecimento voz imediato e quase falhas o acaba acostumando a falar a Alexa tom voz fala normalmente pessoas A qualidade som impressiona apesar tamanho dispositivo,2021-11-03 00:00:00
positivo,Excelente assistente virtual peca reconhecimento voz estando caixinha muitas necessário repetir o comando voz Alexa ativar a função deseja excelente produto,2020-12-04 00:00:00
positivo,Estamos amando a Alexa casa filha adora pede músicas pede piadas e pergunta o usamos casa e a interação a lâmpada inteligente excelente ajuda viagens deixamos programado Recomendmos,2021-07-29 00:00:00
positivo,Uso ouvir músicas preciso solicitar música inforaçao Podemos sr levados a crer pessoa a inteligencia artifcial percisa omando dado verbo imperativo eideias claras,2021-03-15 00:00:00
positivo,o fato q ficar ligada tomada ruim limita a localização casa o som tiver alto demora escutar e reconhecer a voz vc precisa baixar o som solicitar A qualidade som,2021-07-13 00:00:00
positivo,A mídia carregada bacana show qualidade som o reconhecimento voz tom normal voz e modo sono testei provavelmente funciona,2021-01-30 00:00:00
positivo,a Echo Dot e será a última músicas uso mundo comando automação Recomendo medo errar,2021-09-13 00:00:00
positivo,A qualidade áudio surpreendeu o volume e funcionalidades excelentes deixa a desejar reconhecimento voz preciso falar alto reconhecer,2021-07-01 00:00:00
positivo,Excelente produto reconhece fala tendo várias pessoas residência qualidade som precisamos som caixa extra conta testei a hora sono super satisfeita a compra,2021-11-11 00:00:00
positivo,Excelente aparelho dificuldade entender palavras idioma programado ajustado português palavras inglês e italiano testei compreende,2021-07-18 00:00:00
positivo,Chegou super rápido embalado e dispositivo excelente Há comentários negativos o reconhecimento voz problemas O Echo Dot aparelho sala e gritar,2021-03-04 00:00:00
positivo,feliz a compra a qualidade áudio o som alto o tamanho dispositivo reconhecimento rápido fala momentos entende o falei satisfatório skills d divertidas,2021-04-15 00:00:00
positivo,adorando Alexa Configurei conforme o aplicativo explicou reconheceu voz filho e marido executando q pedimos preciso conhecer vou aprimorando Excelente aquisição,2021-03-13 00:00:00
positivo,Produto qualidade O único negativo funciona conectado fonte energia Imaginei funcionasse dispositivos carregados e utilizados acabar a bateria,2021-08-06 00:00:00
positivo,Ótima qualidade som e desempenho Chegou super embalada Recomendo,2022-02-18 00:00:00
positivo,Ótima qualidade vale a pena automação casa serve calculadora rádio home theater busca receita entretenimento criança e etc,2021-09-04 00:00:00
positivo,Som qualidade reconhecimento voz bons recursos Único negativo bateria funciona concetada tomada,2021-11-28 00:00:00
positivo,esperava qualidade som graves fortes e atende ambientes médios O reconhecimento voz funciona distância 4 metros precisar gritar,2021-06-22 00:00:00
positivo,arrependo Recomendo comprar junto alguma smarte lamp caso i2go conecada echo dot e consigo controla-la Alexa A caixa som sí excelente qualidade sonora,2021-07-03 00:00:00
positivo,facilitadora utilizo o dia a dia trabalho interagir produtos casa inteligente qualidade som excelente responde pergunta e claro conhecem encantam,2021-03-11 00:00:00
positivo,Excelente Assistente Virtual várias automação e associada a Alexa tinha ficou show bola,2021-06-24 00:00:00
positivo,A qualidade som reconhecimento voz desempenho fácil configuração deixa a desejar conjunto visual Componente principal Preto e o Fio Branco Poderiam manter cor única ficar harmonioso,2021-12-08 00:00:00
positivo,O reconhecimento voz ficou rápido e a qualidade som melhorou a o modelo anterior O design ocupa espaço preço a pagar melhora qualidade som,2021-07-07 00:00:00
positivo,Adorei o produto apesar momentos simplesmente ouve estando silêncio absoluto gostei fato a Echo Dot PRETA vir cabo branco O som pra speaker d tamanho,2020-12-26 00:00:00
positivo,sincero tentando youtube a verdadeira serventia d aparelho inicialmente pensei conectava via wi-fi bluetooth aparelhos,2021-09-02 00:00:00
positivo,A melhor avaliação a compra determinado produto tinha e adquiri o presentear esposa aniversário espetacular a performance Alexa,2021-08-09 00:00:00
negativo,semana o produto começou a apresentar problema executar musicas e responde a o comando tendo retirá-lo tomada e liga-lo novamente aproximadamente hora uso volta a repetir o problema,2022-02-21 00:00:00
positivo,Quase desisti compra conta comentários o problema microfone n geração desisti e tbm nenhum problema o reconhecimento ótimo e a resposta imediata Atende expectativas,2021-12-11 00:00:00
positivo,impressionante o quão Alexa Tá disponível ajudar tarefas dia a dia e companhia momentos Consigo controlar muita casa graças a casa,2021-05-19 00:00:00
positivo,O produto A interação divertida usada e simples instalada paciência configuração inicial produto Demora pouquinho legal usada,2021-04-20 00:00:00
positivo,Alexa excelente Rápida respostas Qualidade som excelente A vida fácil opção pra mora sozinho e pra famílias controlar o,2021-03-06 00:00:00
positivo,O produto sensacional basta paciência vc consegue configurar coisas q facilitar o dia a dia maneira rápida e prática!Fora skills e rotinas q criadas diversão Recomendo,2020-12-22 00:00:00
negativo,Qualidade som pior a dot geração 3 Comprei alexa echo dot 4 geração preta e enviaram carregador branco a alexa echo dot geração 3 preta o carregador preto Ficou horrível recomendo negativo Amazon,2020-12-23 00:00:00
positivo,A qualidade excepcional sendo o modelo avançado caro Ótimo custo-benefício Utilizo timers notícias previsão lembretes alarmes rastreamento encomendas e Correios tocar Spotify e radios on-line,2022-03-07 00:00:00
positivo,O Echo Dot 4ª Geração surpreende tamanho e potência limites claro O reconhecimento voz a Alexa ouvir outro cômodo ruim funciona conectada energia empecilho,2021-01-03 00:00:00
positivo,Comprei a simples mostrador relógio e vou reproduzir música,2021-07-02 00:00:00
positivo,gostado echo dot reconhece voz e fácil integrar apps controlam a automação luzes tv 's ar-condicionados satfisfeito e recomendo,2021-10-31 00:00:00
positivo,A mídia carregada comprei pra presente pro filho amou,2021-03-31 00:00:00
positivo,Uso quase o temporizador a temperatura a hora funciona perfeitamente,2021-11-01 00:00:00
positivo,havia atentado o produto precisa manter tomada funcionar Notei aumento considerável conta energia realmente o produto sendo usado Adoro a possibilidade interação e a mãe adaptou a usá-la ouvir músicas,2021-03-29 00:00:00
negativo,legal funciona o bateria internada funcionar q tomada funciona tomada,2021-07-21 00:00:00
positivo,versão anterior houve melhoria notável qualidade som identifiquei nenhum problema reconhecimento voz chega a igual melhor a echo dot 3,2021-04-25 00:00:00
positivo,Produto chegou rápido apesar demorar enviado comentários fala o reconhecimento voz d o apresentou nenhum sinal reconhecimento áudio qualidade som perfeita ótimo modelo e discreta,2022-02-01 00:00:00
negativo,Aparelho som alto e nitido so observo certa dificuldade detectar voz comparação a o 3 geração e o fato q modificada linguagem consegui voltar a o português havendo a necessidade troca,2021-01-24 00:00:00
positivo,Adorei o design a anterior aparência o som potente graves realçados momentos ouve atrapalhe o uso Recomendo,2021-01-05 00:00:00
positivo,a Alexa apaixonada Produto excelente,2021-03-27 00:00:00
positivo,A mídia carregada A qualidade som ótima tô descobrindo várias coisas e amando,2021-03-31 00:00:00
positivo,Excelente produto o parlamento a tv ficou o áudio atrasa e fica picotando o produto maravilhoso reconhecimento voz hr qualidade excelente som filho diverte perguntas e skills Vale centavo,2020-12-01 00:00:00
positivo,Produto ótimas características e discreta o reconhecimento voz deixa a deseja momentos a o aparelho há momentos necessário falar 3 o comando reconhecer,2021-01-03 00:00:00
positivo,amei Impecável e prática escuta perfeitamente e identifica voz,2021-06-23 00:00:00
positivo,ImpressionanteResponde a gente pergunta,2021-06-25 00:00:00
positivo,A mídia carregada EXCELENTE a inteligência artificial companhia Adoro a escolha músicas e estações adequadas a o gosto musical amei citações e pensamentos dias e frases motivacionais ALEXA simplesmente fantástica descobrindo muitas coisas,2021-01-03 00:00:00
positivo,O som Apesar som frontal a qualidade excepcional Crítica construtiva melhorar a qualidade reconhecimento voz O produto excelente principalmente custo-benefício 🙌 🏼,2021-01-08 00:00:00
positivo,Gostei produto aceita o Youtube Music seja problema pra acostumado melhor o nest mini tirando empecilho o echo dot 4ª Geração ótima escolha,2021-03-26 00:00:00
positivo,Escuta a distância exagero lógico A qualidade áudio e o som moderadamente alto Atendeu expectativas Alexa e comprei o Echo Show 10 e o Echo Studio Recomendo,2021-07-23 00:00:00
negativo,desapontei comprei outro echodot pra tocar simultâneo e descobri pra pagar Visão mercantilista gostei aconselho a comprar vc terá pagar pra tocar simultaneamente Absurdo,2021-07-07 00:00:00
positivo,alexa liga tv informações lê noticias bacana,2021-06-16 00:00:00
positivo,"perfeita responde o deseja dia noite conta piadas coloca músicas gosto e o melhor comprei promoção R$ 400,00 R$ 284,05 frete grátis melhor compra ano apaixonada e família <3",2021-04-10 00:00:00
positivo,Possui reconhecimento voz A qualidade som boaAmo a função ler livros biblioteca kindle ajuda ocupada e ansiosa pra a continuidade histórias,2022-03-02 00:00:00
positivo,Amei o produto esperava qualidade ótima O envio perfeito cuidado e rapidez chegou esperado,2020-12-03 00:00:00
positivo,Comprei o filho e usamos ouvir música brincar perguntas úteis lista compras despertador,2021-06-25 00:00:00
positivo,qualidade som superior a ecodot 3 geração atendendo expectativas,2021-06-26 00:00:00
positivo,Gostei A Alexa vira amiga e pede ajudar monte coisas acessórios interessantes iremos adquirindo o legal,2020-12-09 00:00:00
positivo,palavras continua entendendo a 3 ° geração,2020-11-11 00:00:00
negativo,adianta playlist tocar segue a mesma ordem player básico permite simples reproduzir modo aleatório a alexa conseguer rotina simples Decepcionado,2021-12-13 00:00:00
positivo,O produto comprei echo dot preciso falar a integração televisão liz e tomada deixo contada Alexa Registro aumentou risco vida conta ciúmes kkkkkk,2021-03-01 00:00:00
positivo,A qualidade som ótima responde e atende necessidades Poderia recursos respostas a Siri o Assistente Google disse atende perfeitamente expectativas,2021-07-01 00:00:00
positivo,Realmente surpreendi a quantidade coisas e a interação entrega incrivelmente rápida chegou dias,2020-12-02 00:00:00
positivo,Amei a Alexa diverte ate entende a musica ouvir a qualidade áudio ótimo uso diariamente noticias e coisas legais falar super recomendo,2021-09-28 00:00:00
positivo,Ótimo escutar música ambiente O problema relacionado a o custo dispositivos inteligentes automação residencial,2022-02-09 00:00:00
positivo,Alexa companheira estudo!!ela lê livros comprados kindle marcar timers toca musicas relaxantes avisa aulas onlines maravilhosa excelente compra quebra dei mãe,2021-05-21 00:00:00
positivo,gostei entende palavras estrangeiras peço Alexa toque a rádio Deutschlandfunk Tunein entende toca diferente muitas brinquedinho interessante,2021-08-04 00:00:00
negativo,"1 a Alexa escuta.2 MUITAS entende errado e atende solicitação respondendo totalmente a ver"".3 toca a música peço especificamente toca músicas semelhantes",2022-01-03 00:00:00
positivo,gostei d fato surda a geração anterior incomoda O chateou som agudo apito a Alexa emite a palavra Acredito see defeito vi pessas o caso,2021-02-12 00:00:00
positivo,Gostei alexia nao vejo diferenca a echodot 3 e 4 2 e negocio escuto musicas acendo luzes ligo centrak tv e som comando voz gracas a alexia infra vermelho e tomada inteligente,2021-01-28 00:00:00
positivo,Excelente escolha Funcionamento perfeito Auxilia tarefas diárias lazer e entretenimento Infinitas possibilidades uso,2021-03-27 00:00:00
positivo,proprietário Alexas opinião o produto ótimo acabamento e funcionalidades difere o suficiente Echo Dot 3ª geração compensar a diferença preço,2020-12-03 00:00:00
positivo,A Alexa si legal e engraçada O pesa e comprar acessórios automatização casa e realmente torna- funcional Skills- Estados Unidos poderiam funcionar simultaneamente Brasil,2020-12-19 00:00:00
positivo,Produto ótimo totalmente melhor o esperado momentos escuto bipe sutil dece bluetooth e perceber prestar MUITA atenção atrapalha,2020-12-15 00:00:00
positivo,Captação microfone ótima cômodos diferentes o comando aceito;Qualidade som ótima precisando ficar alto atingir ambientes;Reconhece comandos vozes e crianças adoram,2021-05-28 00:00:00
positivo,Produto espantei a qualidade som melhor o assistente Google,2021-07-07 00:00:00
positivo,Qualidade som espetacular Vi comentários reclamando reconhecimento voz a reconhecendo perfeitamente distâncias 4 5 metros Único negativo d a dependência tomada,2021-02-19 00:00:00
negativo,O produto funciona o aplicativo Entretanto o aplicativo Android funciona há várias pessoas relatando o problema e a Amazon conseguindo resolver ligando recomendo porcaria ninguém,2021-11-13 00:00:00
positivo,Perfeito Melhor imaginava passo automatizar luzes,2021-07-02 00:00:00
positivo,Echo Dot maravilhoso a propõe,2021-04-11 00:00:00
positivo,linda e som bacana microfones captam o comando facilidade e competência Amazon entregando prazo,2020-12-15 00:00:00
positivo,sabia exatamente a echo dot poderia útil agenda empresa ligada n e lembrado há algum compromisso contar a automação rotinas Show a echo Show,2022-03-12 00:00:00
positivo,A Alexa incrível Achei iria pra quase casa dispositivos inteligentes uso pra pra acordar tocar música brincar crianças e lembrar atividades dia a dia,2021-07-13 00:00:00
positivo,o modelo 3a geração a 4a geração notável a captação 3a geração consegue reconhecer comandos melhor a 4a geração Tirando o som 4a melhor,2020-12-21 00:00:00
negativo,decepcionado a performance Echo 4 atende a comandos falar e repetir e gritar entender Echo 3 fica e a 3 consegue entender e a 4 responde,2021-03-06 00:00:00
positivo,Comprei 4ª geração o Echo e o Echo Dot e surpreendeu a qualidade áudio Dot volume moderado o som irmão poderiam microfone melhor a Alexa entende o falando,2021-03-24 00:00:00
positivo,Comprei a Alexa montar casa inteligente atendeu expectativas Consegui conectar a lampadas smart tranquilamente O volume som alto comparada a caixinha tamanho d e qualidade som ruídos Recomendo a compra Chegou dia marcado a entrega,2021-04-15 00:00:00
positivo,O fato bateria Terra ruim Há certa dificuldade reconhecimento voz executando músicas útil tenha excelente qualidade som e conexão Bluetooth,2021-07-02 00:00:00
positivo,echo dot show constantemente entende o q falamos e executa a ação aumentar diminuir volume tv programado) resto,2021-07-07 00:00:00
positivo,Excelente produto Cor linda Som potência e altura Única chata o comando Alexia ação Poderia a opção desabilitar comando e falasse fosse feito kkkk,2021-07-12 00:00:00
positivo,A 4 ° geração e Prefiro a 3 ° a qualidade som melhor e o reconhecimento voz e perfeito 3 ° A 4 ° alguma microfones buga MUITOO estiver dúvida comprar 3 ° geração arrepender,2021-09-26 00:00:00
positivo,Gostei somNão gostei bateria energia elétrica,2021-12-29 00:00:00
positivo,Produto excelente o som perfeito a o colocar e conseguir ouvir a música casa problemas o microfone d funciona e senti dificuldades reconhecimento voz,2021-04-21 00:00:00
negativo,Olha echo dot 3 e comparado a modelo DEIXOU A DESEJAR RECONHECIMENTO VOZ a Alexa surda e precisa falar tom voz alto,2021-07-06 00:00:00
negativo,Gostei eco4 bonitinha achei efiente a anterior 3 geração o som melhor a entender comandos voz achei inferior entende a 3ºgeração,2022-03-15 00:00:00
positivo,corresponde expectativas aspectos destaca som Fiquei impressionado a qualidade,2021-07-12 00:00:00
positivo,Moramos casa gigante achei necessário comprar fando conta recado o som e reconhece a voz cozinha sala tv amei dúvidas,2021-06-28 00:00:00
positivo,gostei design achei surda conta mic ficar trás o som n difrecional modifica a qualidade audio reproduzido gostei,2021-02-23 00:00:00
positivo,satisfeita a Alexa Som bacana fácil manusear ocupa espaço e prefiro ligar tomada gastar pilhas baterias,2022-02-17 00:00:00
positivo,Vale a pena comprar produto e deixar casa inteligente e ajudar dia a dia várias formas Basta a pessoa a criatividade Nota 10,2021-06-30 00:00:00
positivo,A mídia carregada uso a Alexa controlar aparelhos e luzes e lista compras lembrete verificar agenda Enfim Alexa tornou melhor amiga kkkkkkk super recomendo melhores compras 2020,2021-01-07 00:00:00
positivo,lido inúmeras avaliações negativas fiquei receoso comprar o echo dot 4 arrependo superou casa automatizada e afirmar surda o sabendo Recomendo,2021-03-14 00:00:00
negativo,alaxa falhas constante desligar tomada pra funcionar ja trocada devolvi pra amazon processo pra les mandarem e continua o problema.não vou estrela,2021-08-22 00:00:00
positivo,Melhor assistente usava o Goggle Home mini muita pesquisa decidi comprar a Echo Dot 4 Superou expectativas configuração reconhecimento dispositivos skills a adorando,2021-04-13 00:00:00
positivo,comparação gerações Echo adorei o som qualidade e graves d reconheceu a chamados seja a reclamar chegou hora Amazon,2021-01-05 00:00:00
positivo,Sensacional perfeito maravilhoso Melhor compra exerci Amazon Reconhecimento voz perfeito interação bacana diversão Satisfeitíssimo,2020-12-29 00:00:00
positivo,Uso verificar a agenda dia dia seguinte arrumo manhã Ouço música conheço a previsão pesquiso temas internet filha diverte piadas imitações e sons,2022-01-20 00:00:00
positivo,deixo o echo dot normal e escuta o peço e o volume d alto Vale a pena Prefiro o achatadinho,2022-01-25 00:00:00
positivo,Gostei qualidade Echo principalmente qualidade som recursos ótimos gostaria fossem liberados recursos disponíveis versão inglês a versão português satisfeito,2021-02-11 00:00:00
positivo,Senti melhoria a o reconhecimento voz s geração principalmente reproduzindo músicas O som direcionado e o volume 6 fica qualidade passa a perder grave,2021-11-30 00:00:00
positivo,Melhorou o reconhecimento voz atualização software,2021-01-26 00:00:00
negativo,Entra muita propaganda audição e falar várias pra atender d o fato d gravar assusta Gostaria sugerir houvesse disponibilidade nomes pra gente chamar e 3,2021-01-09 00:00:00
negativo,consigo instalar o sistemaQuando tento logar informa conta US e alterar tento formas inútil frustrante o processo instalação quase devolvendo o produtos,2022-03-13 00:00:00
positivo,A IA versão português abaixo versão inglês pesquisas internet funcionando reconhecimento voz recursos portugues-br poucos restante funciona,2020-12-13 00:00:00
positivo,O produto excelente O problema o atraso entrega vi encomenda chegando a o RJ e parar MG e voltou pra origem postado SP e o Rio novamente entregassem a mim,2020-12-15 00:00:00
positivo,A Echo Dot caixa graves gostaria atende perfeitamente a pequenos ambientes O justo achei barato entregam comandos Alexa ótimos e fáceis,2021-12-10 00:00:00
positivo,receoso causa comentários falando o equipamento escutava surda etc o apresentou d Falo normal preciso gritar satisfeito,2021-10-13 00:00:00
positivo,produto pequeno comporta desejava o dia seja notícias rápida ouvir música tranquila trabalho Incrível,2021-04-28 00:00:00
positivo,Gostei qualidade som reconhecimento voz e funcionalidade O único deixa 100 aprovado a compatibilidade total o Deezer ativar a playlist favorita Espero mude,2021-05-23 00:00:00
positivo,A mídia carregada gostei aquisição d produto falhou eletricidade direto deveria colocar pilha bateria alcalina leval-la e ambiente restaurante,2020-12-24 00:00:00
positivo,A mídia carregada O som chiando reiniciei tirei tomada conversei a Alexa pedi pra voltar a funcionar normal atendeu O alto falante realmente estourou a garantia,2022-02-02 00:00:00
positivo,produto atendeu expectativas fica sala jardim música notícias etc o melhor a lista compras,2021-10-01 00:00:00
negativo,O som excelente alto e equalizador perde o baixa qualidade microfone consegue ouvir direito e ouve preciso repetir a função,2020-12-03 00:00:00
positivo,A qualidade áudio surpreendeu ouvir ambiente sala A praticidade comandar voz e pedir informações músicas favoritas legal Superou expectativas Recomendo o produto,2021-01-03 00:00:00
positivo,O produto útil e custo benefício excelente prático ouvir músicas e a rotina diária lembretes e alarmes fantásticos e ajudam pessoas precisam lembrar muitas coisas a o,2021-02-16 00:00:00
positivo,gostei fonte veio cor branca sendo optei echo dot preta a fonte original produto chama a atenção o fio deveria discreto,2021-08-11 00:00:00
positivo,modo gostando utilizar o equipamento realmente funciona informa problema e pede novamente verifiquei a internet e funcionava normalmente,2021-06-24 00:00:00
positivo,A mídia carregada O som ótimo e alto tamanho d O único problema tantos microfones precisa chegar d falar a música alta perfeita,2021-12-02 00:00:00
negativo,decepcionei a Alexa esperava d produto responde a comandos ficar chamando várias repetindo o fala E mesma conseguia entender O som estiver dificuldade ouvir o comando,2021-01-08 00:00:00
positivo,Excelente som O reconhecimento voz ótimo o geração melhor diria a Alexa surda geração quase problemas o reconhecimento falando,2020-12-26 00:00:00
positivo,"Adorei produtos Amazon gostaria será lançada a Echo Show 10,1 encontro informação a respeito",2021-02-05 00:00:00
positivo,Comprei fato caixa som inteligente equipamentos inteligentes casa e uso ouvir músicas devido a opinar funções,2021-09-17 00:00:00
negativo,uso a Echo apresentou problemas auto falantes chiados aumentar o volume acima 7 o chiado fica insuportável encontro site opção acionar a garantia será,2021-07-25 00:00:00
positivo,Recomendo esteja barulho esteja tocando o reconhecimento s falhe ótimo e ajuda automações produtividade E a qualidade som ótima e razoavelmente alta tamanho,2021-11-05 00:00:00
positivo,Produto precisa melhorar a quantidade vocabulário Alexa,2021-09-17 00:00:00
positivo,Excelente produto melhor a geração anterior tb A Alexa vida rsrs,2021-06-04 00:00:00
positivo,Gostei o som qualidade alto mão reconhece voz tire a qualidade otimo entretenimento pena compatível tv Lg smart e olha comprei motivo queria controlar TV Alexa pena,2021-01-03 00:00:00
positivo,legal experta reconhece a voz pega radios via internet controla luzes tv etcsó o modo sono ai avaliação,2021-07-14 00:00:00
positivo,olá dia gostei ressalva hora falo e .e escuta chegar ouvir resto show bola,2021-03-15 00:00:00
positivo,Excelente achei produtivo hoje consigo viver automatizar entende o funcionamento muita,2021-05-03 00:00:00
negativo,A Alexa reconhece a voz necessário repetir A configuração instável responde corretamente A mudança luz feita etapas,2021-05-29 00:00:00
positivo,acima expectativas arrependi comprar A única crítica bateria a o tirar tomada desliga perdendo timer agenda despertador etc levar outro cômodo,2020-12-31 00:00:00
positivo,Amando Alexa acessórios casa inteligente o fazendo a amo coisas a Alexa sobretudo toca rádio notícias e músicas preferidas Spotify,2021-08-25 00:00:00
positivo,ouvindo música e algum comando demora pra atender atende gostei produto comprei gostaria fosse lançar atualização corrigisse erros compra,2021-01-07 00:00:00
positivo,Alexa experiência ótima voz agradável facilita pesquisas prenche o ambiente e diverte pessoas intende o a gente acho vale muita a pena Recomendo,2022-02-02 00:00:00
negativo,Aplicativo complicado intuitivo A porcaria aplicativo configurado português relaciona skills espanhol Instalei e desinstalei várias o Problema continuou Devolvi o produto e recomendo,2021-04-18 00:00:00
